City_ID,City,Max Temp,Current Conditions,Lat,Lng,Hotel Name
594,Dali,62.89,broken clouds,25.7,100.1833,Dali Travelling With Hostel
595,Skelleftea,57.56,broken clouds,64.7507,20.9528,Quality Hotel Skellefteå Stadshotell
596,Beira,66.29,few clouds,-19.8436,34.8389,Beira Terrace Hotel
597,Abapo,64.42,clear sky,-18.8333,-63.4667,
598,Maua,58.35,broken clouds,-23.6678,-46.4614,Hotel Capriccio Mauá
599,Mason City,73.33,overcast clouds,43.1536,-93.201,Days Inn by Wyndham Mason City
601,Belfast,61.38,clear sky,54.5833,-5.9333,Wellington Park Hotel
602,Kisangani,72.23,overcast clouds,0.5167,25.2,Grand Ramela Hotel
603,Dvinskoy,61.92,overcast clouds,62.1535,45.1175,Gostinitsa Dvinskaya
605,Koumac,69.78,clear sky,-20.5667,164.2833,Le Monitel
606,Caconda,59.99,scattered clouds,-13.7333,15.0667,
607,Panacan,78.91,scattered clouds,9.2463,118.4082,Mom's Place Resort
608,Padang,75.25,broken clouds,-0.9492,100.3543,Mercure Padang
609,Kruisfontein,55.89,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
611,Pankrushikha,60.15,few clouds,53.8319,80.3406,"Гостиница ""Уют"""
613,Tilichiki,55.17,overcast clouds,60.4667,166.1,
614,Aquiraz,79.18,broken clouds,-3.9014,-38.3911,Pousada Rua Camurupim
615,Cliza,75.09,clear sky,-17.6,-65.9333,CLUB JORDAN - Hostal -Piscina
616,Mumford,73.26,overcast clouds,5.2618,-0.759,Spanish Villa
617,Sao Filipe,78.4,few clouds,14.8961,-24.4956,Hotel Xaguate
618,Mollendo,60.96,scattered clouds,-17.0231,-72.0147,Hostal La Casa de Melgar
619,Ulaangom,58.73,few clouds,49.9811,92.0667,Achit Nuur Hotel & Restaurant
620,Shingu,78.8,overcast clouds,33.7333,135.9833,Shingu UI Hotel
624,Hirtshals,61.9,clear sky,57.5881,9.9592,Montra Skaga Hotel
625,Noumea,71.01,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
627,Sept-Iles,65.05,overcast clouds,50.2001,-66.3821,Comfort Inn
628,Kastrakion,66.74,overcast clouds,39.7156,21.6181,Dellas Boutique Hotel
629,Sangar,58.28,scattered clouds,63.9242,127.4739,
630,Reshetylivka,72.0,overcast clouds,49.565,34.0782,Kafe Hotelʹ 777 M.reshetylivka
633,Mindelo,77.2,scattered clouds,16.8901,-24.9804,Hotel Gaudi
634,Villa Carlos Paz,60.39,overcast clouds,-31.4241,-64.4978,Monte Carlo vcp
635,Pak Phanang,77.94,overcast clouds,8.3511,100.202,Green Park Inn Hotel
636,Naryan-Mar,58.37,moderate rain,67.6713,53.087,Hostel Agat
639,Karpogory,58.95,light rain,64.0019,44.4451,Hotel Pinezhskaya Sloboda
641,Saint-Augustin,63.03,overcast clouds,51.226,-58.6502,
642,Chifeng,69.04,overcast clouds,42.2683,118.9636,Junyu Tiancheng Hotel
643,Wewak,76.55,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
646,Cururupu,76.39,scattered clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
647,Seoul,72.79,clear sky,37.5683,126.9778,LOTTE HOTEL SEOUL
648,Kuching,77.22,few clouds,1.55,110.3333,Hilton Kuching
650,Bima,74.25,scattered clouds,-8.4667,118.7167,Lambitu Hotel
651,Denpasar,78.46,scattered clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
652,Hualmay,64.49,few clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
653,Waingapu,75.9,few clouds,-9.6567,120.2641,Pondok Wisata Elim
654,Vanimo,78.67,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
655,Khor,61.59,broken clouds,47.8861,134.9464,Gostinitsa Deksi
656,Kiama,57.58,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
659,Karratha,63.18,clear sky,-20.7377,116.8463,ibis Styles Karratha
660,Serov,58.75,overcast clouds,59.6033,60.5787,Five Stars Hotel
661,Nabire,75.07,broken clouds,-3.3667,135.4833,Hotel Nusantara I
662,Kismayo,74.44,light rain,-0.3582,42.5454,Agan-Hotel
664,Santa,77.56,broken clouds,17.486,120.4348,Monte Leah Beach Resort
665,Monroe,78.66,scattered clouds,43.1501,-77.6831,Rodeway Inn Rochester Airport
666,Juelsminde,63.9,clear sky,55.7088,10.0167,Bo Bedst Juelsminde
669,Zheleznodorozhnyy,63.12,clear sky,55.7503,38.0042,Hotel Dali
671,Holme,63.18,clear sky,56.1138,10.1725,Hotel Ritz Aarhus City
674,Oron,73.53,light rain,4.8256,8.2343,Aqua Belloni Lodge
676,Saint-Leu,68.32,broken clouds,-21.15,55.2833,La Caz Oceane
677,Kysyl-Syr,57.31,overcast clouds,63.8986,122.7617,
678,Lucapa,68.72,scattered clouds,-8.4192,20.7447,Lírio Mendes
679,Suntar,61.05,overcast clouds,62.1444,117.6319,Гостевая квартира
681,Kabanjahe,63.21,moderate rain,3.1001,98.4908,Kos-Kosan wanita muslim bagoes kabanjahe
683,Newport,78.91,clear sky,51.5877,-2.9984,ibis budget Newport
684,Looc,78.53,overcast clouds,12.2605,121.9926,Cummings Highlands
686,Miraflores,77.65,overcast clouds,19.2167,-98.8083,Hotel Mansión
687,Canavieiras,73.58,broken clouds,-15.675,-38.9472,Bahiadomizil
688,Majene,77.05,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
693,Carmen,75.24,overcast clouds,18.6333,-91.8333,Hotel Lossandes
696,Jiuquan,79.07,clear sky,39.7432,98.5174,Jiuquan Hotel
697,Moorhead,73.42,broken clouds,46.8739,-96.7676,"Courtyard by Marriott Fargo Moorhead, MN"
699,Pedra Azul,76.42,overcast clouds,-16.0053,-41.2972,Pousada Pedra Azul
700,Plerin,69.44,clear sky,48.5425,-2.7798,Hotel Ker Izel
701,Wadi Musa,70.83,clear sky,30.3222,35.4793,Petra Palace Hotel
702,Ibanda,69.04,broken clouds,-2.7974,32.4746,Lahe Hotel Mwanza
703,Sola,77.11,overcast clouds,-13.8833,167.55,Leumerus Bungalows
704,Nhulunbuy,70.41,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
705,Ntcheu,59.79,clear sky,-14.8203,34.6359,Dear Executive Lodge
706,Faya,68.52,broken clouds,18.3851,42.4509,املاك خالد الشعشوع
707,Basoko,72.61,overcast clouds,1.2391,23.616,Jackyna Hotel
708,Kawalu,71.62,broken clouds,-7.3817,108.2082,West Jontor
709,Cadolzburg,67.1,clear sky,49.4573,10.8533,Hotel & Imbiss Tucado
711,Bongandanga,73.96,overcast clouds,1.5,21.05,
712,Polovinnoye,63.27,broken clouds,54.7914,65.9864,
714,Burla,74.62,overcast clouds,21.5,83.8667,Mona achariya
715,Rio Tercero,61.81,broken clouds,-32.173,-64.1141,Hospedaje Las Violetas
716,Saint Leonard,68.18,heavy intensity rain,47.173,-67.9247,Daigle's Motel
717,Hov,59.83,clear sky,60.6987,10.3519,Lyngstrand Camping Selj
718,Mantua,76.08,moderate rain,45.1667,10.7833,Hotel la Favorita
719,Sarakhs,75.07,clear sky,36.5449,61.1577,مهمان سرای شرکت گاز
720,Argelia,71.83,light rain,2.2556,-77.2488,Hotel San Fernando Argelia
721,Boende,76.05,broken clouds,-0.2167,20.8667,
722,Borovoy,63.68,clear sky,55.4333,86.0833,Tsimus
725,Dingle,75.87,heavy intensity rain,10.9995,122.6711,SEGAYA PROPERTY
726,Port Keats,70.32,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
727,Manthani,76.33,overcast clouds,18.65,79.6667,"Sri Sai bike Paint,manthani"
728,Tabuk,73.96,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
729,Hobyo,76.06,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
730,Uyovu,76.75,overcast clouds,-3.2833,31.5258,
731,Erbach,73.65,broken clouds,49.6561,8.9964,City Hotel Mark Michelstadt
732,Lakhdenpokhya,63.07,overcast clouds,61.5198,30.1992,Rauhala Place
733,Alexandria,79.07,clear sky,31.2156,29.9553,Royal Crown Hotel
734,Chitungwiza,57.16,clear sky,-18.0127,31.0756,Damview Hotel
735,Kamenka,68.29,broken clouds,51.3223,42.7678,
736,North Bend,76.24,mist,43.4065,-124.2243,Red Lion Hotel Coos Bay
739,Leirvik,62.64,few clouds,59.7798,5.5005,Stord Hotel
740,Taungdwingyi,75.69,very heavy rain,20.0167,95.55,NayNaing MobileService
741,Bianzhuang,79.79,overcast clouds,34.8486,118.0447,Hao Shuo Business Hotel
743,Juneau,64.4,overcast clouds,58.3019,-134.4197,"Baranof Downtown, BW Signature Collection"
745,Ortona,75.38,overcast clouds,42.3496,14.4039,La Casa del Palombaro
746,Lahan,79.88,clear sky,26.7296,86.4951,Bhattarai Residence
747,Agnibilekrou,73.71,overcast clouds,7.1344,-3.2047,"J'AIME ATTOBRO, (Mon Village)"
748,Cruz Das Almas,69.66,clear sky,-12.67,-39.1019,Stúdios Stifler
749,Salta,61.39,clear sky,-24.7859,-65.4117,Hotel Alejandro I
750,Hammond,78.24,scattered clouds,41.5834,-87.5,"Courtyard by Marriott Chicago Southeast/Hammond, IN"
752,Svetlyy,61.97,clear sky,54.675,20.1347,"Gostinitsa-Kafe, Alena"
754,Bati,65.86,light rain,11.1833,40.0167,Meqdela Hotel
757,Aranos,61.79,scattered clouds,-24.1333,19.1167,Ley-Lia Guest House
758,Madimba,71.73,light rain,-10.4,40.3333,
760,Ambulu,74.61,light rain,-8.345,113.6058,Hotel Ambulu Jember
761,Vallenar,64.67,overcast clouds,-28.5708,-70.7581,Humacao Bed & Breakfast
